# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20180819-20180819,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Hour of Day,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
New York,2018081907,2,1,2,50.00%,2,0:01:09,0.00%,0,$0.00 
New York,2018081908,2,1,3,33.33%,2,0:09:02,0.00%,0,$0.00 
Charleston,2018081910,2,2,2,50.00%,2,0:00:29,0.00%,0,$0.00 
Fearrington,2018081910,2,0,2,50.00%,2.5,0:02:40,0.00%,0,$0.00 
North Druid Hills,2018081910,2,2,2,100.00%,1,0:00:00,0.00%,0,$0.00 
(not set),2018081910,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
(not set),2018081911,1,0,1,0.00%,8,0:56:40,0.00%,0,$0.00 
(not set),2018081912,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
(not set),2018081913,1,1,1,0.00%,3,0:01:37,0.00%,0,$0.00 
Mobile,2018081907,1,1,1,0.00%,2,0:00:03,0.00%,0,$0.00 
Washington,2018081907,1,0,1,0.00%,2,0:00:03,0.00%,0,$0.00 
Washington,2018081910,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Miami Beach,2018081911,1,0,1,0.00%,3,0:03:47,0.00%,0,$0.00 
Orlando,2018081910,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Orlando,2018081912,1,0,1,0.00%,1,0:15:10,0.00%,0,$0.00 
Orlando,2018081913,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Orlando,2018081914,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Riverdale,2018081907,1,1,1,0.00%,2,0:01:15,0.00%,0,$0.00 
Riverdale,2018081908,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Roswell,2018081911,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Louisville,2018081908,1,1,1,0.00%,1,0:00:57,0.00%,0,$0.00 
Louisville,2018081909,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Addis,2018081917,1,1,1,0.00%,2,0:00:10,0.00%,0,$0.00 
Baltimore,2018081912,1,1,1,0.00%,1,0:01:33,0.00%,0,$0.00 
Baltimore,2018081913,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Hyattsville,2018081912,1,0,1,0.00%,2,0:00:02,0.00%,0,$0.00 
Bay Saint Louis,2018081909,1,1,2,50.00%,1.5,0:02:53,0.00%,0,$0.00 
Apex,2018081920,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Butner,2018081916,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cary,2018081907,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cary,2018081908,1,1,1,0.00%,6,0:05:05,0.00%,0,$0.00 
Cary,2018081910,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cary,2018081912,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Cary,2018081922,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cary,2018081923,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Chapel Hill,2018081901,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Chapel Hill,2018081902,1,1,1,0.00%,3,0:00:14,0.00%,0,$0.00 
Chapel Hill,2018081909,1,0,1,0.00%,3,0:11:13,0.00%,0,$0.00 
Chapel Hill,2018081915,1,1,1,0.00%,3,0:08:19,0.00%,0,$0.00 
Charlotte,2018081906,1,1,1,0.00%,1,0:06:14,0.00%,0,$0.00 
Charlotte,2018081915,1,0,1,0.00%,2,0:10:18,0.00%,0,$0.00 
Charlotte,2018081916,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlotte,2018081917,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlotte,2018081921,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Concord,2018081908,1,0,1,0.00%,2,0:00:17,0.00%,0,$0.00 
Creedmoor,2018081922,1,1,1,0.00%,2,0:00:10,0.00%,0,$0.00 
Durham,2018081902,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Durham,2018081904,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Durham,2018081906,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Durham,2018081916,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Durham,2018081922,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Franklin,2018081905,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Franklin,2018081910,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Franklin,2018081914,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Franklin,2018081915,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Franklin,2018081919,1,0,1,0.00%,4,0:18:19,0.00%,0,$0.00 
Franklin,2018081921,1,1,1,0.00%,3,0:03:55,0.00%,0,$0.00 
Fuquay Varina,2018081916,1,1,1,0.00%,3,0:00:29,0.00%,0,$0.00 
Fuquay Varina,2018081917,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greensboro,2018081908,1,1,1,0.00%,3,0:09:48,0.00%,0,$0.00 
Greensboro,2018081909,1,1,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Greensboro,2018081912,1,1,1,0.00%,4,0:01:09,0.00%,0,$0.00 
Greensboro,2018081915,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greensboro,2018081922,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Henderson,2018081912,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
High Point,2018081907,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
High Point,2018081908,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
High Point,2018081911,1,0,1,0.00%,9,0:21:22,0.00%,0,$0.00 
High Point,2018081912,1,0,1,0.00%,4,0:02:27,0.00%,0,$0.00 
High Point,2018081914,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
High Point,2018081921,1,0,1,0.00%,2,0:01:34,0.00%,0,$0.00 
Hillsborough,2018081909,1,0,1,0.00%,4,0:00:56,0.00%,0,$0.00 
Hillsborough,2018081912,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hillsborough,2018081913,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hillsborough,2018081920,1,1,1,0.00%,2,0:00:14,0.00%,0,$0.00 
Hillsborough,2018081923,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Jacksonville,2018081916,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Kernersville,2018081910,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Kittrell,2018081920,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Knightdale,2018081913,1,0,1,0.00%,2,0:00:15,0.00%,0,$0.00 
Leland,2018081909,1,1,1,0.00%,3,0:02:46,0.00%,0,$0.00 
Mebane,2018081908,1,0,1,0.00%,2,0:00:02,0.00%,0,$0.00 
Morrisville,2018081908,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Morrisville,2018081909,1,1,1,0.00%,2,0:01:26,0.00%,0,$0.00 
Oxford,2018081907,1,1,1,0.00%,3,0:10:26,0.00%,0,$0.00 
Oxford,2018081908,1,0,1,0.00%,2,0:00:06,0.00%,0,$0.00 
Raleigh,2018081915,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,2018081916,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,2018081918,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,2018081919,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,2018081920,1,1,1,0.00%,10,0:02:13,0.00%,0,$0.00 
Roanoke Rapids,2018081910,1,0,1,0.00%,6,0:29:43,0.00%,0,$0.00 
Roanoke Rapids,2018081912,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Roanoke Rapids,2018081918,1,0,1,0.00%,4,0:06:23,0.00%,0,$0.00 
Roanoke Rapids,2018081919,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Roxboro,2018081907,1,0,1,0.00%,5,0:07:00,0.00%,0,$0.00 
Siler City,2018081911,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Swannanoa,2018081907,1,0,1,0.00%,5,0:33:10,0.00%,0,$0.00 
Sylva,2018081909,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,2018081911,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,2018081915,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,2018081911,1,1,3,0.00%,2,0:00:34,0.00%,0,$0.00 
Wake Forest,2018081912,1,0,1,0.00%,2,0:00:05,0.00%,0,$0.00 
Wendell,2018081911,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Whiteville,2018081909,1,1,1,0.00%,2,0:00:07,0.00%,0,$0.00 
Whiteville,2018081910,1,0,1,0.00%,5,0:30:31,0.00%,0,$0.00 
Whiteville,2018081911,1,0,2,0.00%,2,0:00:03,0.00%,0,$0.00 
Wilson,2018081907,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Winston-Salem,2018081907,1,0,1,0.00%,2,0:00:09,0.00%,0,$0.00 
New York,2018081910,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Newburgh,2018081907,1,0,1,0.00%,4,0:02:09,0.00%,0,$0.00 
Newburgh,2018081915,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Newburgh,2018081917,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Lancaster,2018081907,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Philadelphia,2018081907,1,0,1,0.00%,2,0:09:09,0.00%,0,$0.00 
Philadelphia,2018081909,1,0,2,0.00%,1.5,0:06:30,0.00%,0,$0.00 
Philadelphia,2018081910,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Blythewood,2018081909,1,0,1,0.00%,5,0:13:38,0.00%,0,$0.00 
Columbia,2018081909,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Conway,2018081911,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Kingstree,2018081912,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Manning,2018081913,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Myrtle Beach,2018081907,1,1,1,0.00%,2,0:01:22,0.00%,0,$0.00 
Myrtle Beach,2018081908,1,0,1,0.00%,2,0:00:03,0.00%,0,$0.00 
North Myrtle Beach,2018081912,1,0,1,0.00%,3,0:01:10,0.00%,0,$0.00 
Sumter,2018081908,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Johnson City,2018081909,1,1,2,50.00%,2.5,0:04:18,0.00%,0,$0.00 
Nashville,2018081907,1,1,1,0.00%,4,0:03:12,0.00%,0,$0.00 
Nashville,2018081909,1,0,1,0.00%,2,0:00:02,0.00%,0,$0.00 
Carrollton,2018081907,1,0,1,0.00%,2,0:00:02,0.00%,0,$0.00 
Dallas,2018081908,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Dallas,2018081910,1,0,1,0.00%,4,0:09:33,0.00%,0,$0.00 
Dallas,2018081911,1,0,2,50.00%,3,0:25:52,0.00%,0,$0.00 
Dallas,2018081912,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Dallas,2018081914,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Dallas,2018081916,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Kilgore,2018081907,1,1,1,0.00%,2,0:00:08,0.00%,0,$0.00 
Kilgore,2018081908,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Missouri City,2018081910,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Annandale,2018081909,1,1,2,0.00%,8.5,0:06:27,0.00%,0,$0.00 
Arlington,2018081912,1,0,1,0.00%,5,0:04:56,0.00%,0,$0.00 
Chantilly,2018081907,1,1,1,0.00%,7,0:22:37,0.00%,0,$0.00 
Chantilly,2018081908,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Chantilly,2018081909,1,0,1,0.00%,5,0:01:31,0.00%,0,$0.00 
Chantilly,2018081912,1,1,1,0.00%,5,0:03:01,0.00%,0,$0.00 
Chantilly,2018081913,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlottesville,2018081907,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlottesville,2018081911,1,1,1,0.00%,2,0:02:05,0.00%,0,$0.00 
Newport News,2018081915,1,1,1,0.00%,10,0:06:47,0.00%,0,$0.00 
Norfolk,2018081909,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Norfolk,2018081911,1,1,1,0.00%,4,0:03:46,0.00%,0,$0.00 
Virginia Beach,2018081911,1,0,1,0.00%,18,0:38:44,0.00%,0,$0.00 
Seattle,2018081910,1,1,1,0.00%,2,0:00:44,0.00%,0,$0.00 
Friendly,2018081909,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Friendly,2018081910,1,0,1,0.00%,3,0:23:52,0.00%,0,$0.00 
Myrtle Grove,2018081909,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
North Druid Hills,2018081908,1,0,1,0.00%,3,0:28:13,0.00%,0,$0.00 
Panthersville,2018081911,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Spokane Valley,2018081919,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wheaton-Glenmont,2018081920,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
,,594,235,601,42.93%,2.82,0:05:23,0.00%,0,$0.00 
