# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20180902-20180902,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Hour of Day,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Durham,2018090207,35,9,35,14.29%,3.03,0:10:32,0.00%,0,$0.00 
Durham,2018090209,31,9,35,45.71%,1.8,0:02:21,0.00%,0,$0.00 
Durham,2018090211,31,9,33,39.39%,3,0:04:55,0.00%,0,$0.00 
Durham,2018090208,27,6,26,57.69%,2.08,0:02:50,0.00%,0,$0.00 
Durham,2018090210,27,9,27,44.44%,2.48,0:04:07,0.00%,0,$0.00 
Durham,2018090212,23,6,20,55.00%,2.4,0:05:05,0.00%,0,$0.00 
Charlotte,2018090210,12,3,11,45.45%,3,0:02:45,0.00%,0,$0.00 
Charlotte,2018090208,10,3,9,55.56%,2.44,0:03:56,0.00%,0,$0.00 
Charlotte,2018090209,9,2,8,25.00%,3.12,0:07:41,0.00%,0,$0.00 
Atlanta,2018090207,8,3,8,50.00%,3.25,0:06:16,0.00%,0,$0.00 
Charlotte,2018090207,8,2,10,40.00%,2.6,0:12:42,0.00%,0,$0.00 
Raleigh,2018090207,8,3,9,55.56%,2.33,0:02:53,0.00%,0,$0.00 
Charlotte,2018090212,7,1,8,50.00%,1.5,0:03:32,0.00%,0,$0.00 
Charlotte,2018090211,6,3,7,14.29%,3.29,0:06:43,0.00%,0,$0.00 
Durham,2018090213,6,1,5,80.00%,1.4,0:00:05,0.00%,0,$0.00 
Durham,2018090214,5,0,5,60.00%,2.2,0:08:28,0.00%,0,$0.00 
Durham,2018090215,5,1,5,60.00%,1.8,0:02:55,0.00%,0,$0.00 
Raleigh,2018090209,5,2,5,60.00%,3.6,0:05:30,0.00%,0,$0.00 
Chapel Hill,2018090209,4,2,4,25.00%,2.25,0:00:46,0.00%,0,$0.00 
Durham,2018090220,4,1,4,50.00%,2,0:04:49,0.00%,0,$0.00 
Durham,2018090221,4,0,4,50.00%,2.75,0:00:24,0.00%,0,$0.00 
Durham,2018090222,4,1,4,25.00%,4.25,0:03:43,0.00%,0,$0.00 
Raleigh,2018090208,4,1,4,50.00%,1.5,0:00:10,0.00%,0,$0.00 
Atlanta,2018090208,3,1,3,66.67%,1.33,0:00:01,0.00%,0,$0.00 
Atlanta,2018090209,3,2,3,66.67%,1.33,0:05:15,0.00%,0,$0.00 
Atlanta,2018090210,3,2,3,66.67%,1.33,0:00:50,0.00%,0,$0.00 
Atlanta,2018090213,3,1,3,33.33%,4.67,0:01:44,0.00%,0,$0.00 
Savannah,2018090207,3,1,3,0.00%,2.67,0:03:37,0.00%,0,$0.00 
Chapel Hill,2018090211,3,1,3,0.00%,2,0:00:04,0.00%,0,$0.00 
Durham,2018090217,3,0,3,66.67%,1.67,0:00:43,0.00%,0,$0.00 
Franklin,2018090209,3,1,3,0.00%,3,0:06:44,0.00%,0,$0.00 
Raleigh,2018090211,3,2,3,66.67%,1.33,0:00:34,0.00%,0,$0.00 
Wake Forest,2018090210,3,1,4,100.00%,1,0:00:00,0.00%,0,$0.00 
Fearrington,2018090209,3,2,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Mobile,2018090207,2,2,2,0.00%,2.5,0:01:16,0.00%,0,$0.00 
Corona,2018090211,2,1,2,0.00%,5.5,0:09:54,0.00%,0,$0.00 
Clayton,2018090212,2,1,3,66.67%,2.67,0:09:08,0.00%,0,$0.00 
Orlando,2018090207,2,0,3,66.67%,2,0:03:32,0.00%,0,$0.00 
Atlanta,2018090211,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Savannah,2018090208,2,0,2,0.00%,8.5,0:42:05,0.00%,0,$0.00 
Savannah,2018090209,2,0,2,0.00%,6.5,0:28:50,0.00%,0,$0.00 
Cary,2018090207,2,1,2,0.00%,9.5,0:20:36,0.00%,0,$0.00 
Cary,2018090209,2,0,2,0.00%,2,0:07:24,0.00%,0,$0.00 
Cary,2018090211,2,1,3,0.00%,5,0:12:10,0.00%,0,$0.00 
Chapel Hill,2018090208,2,0,2,0.00%,2,0:00:07,0.00%,0,$0.00 
Charlotte,2018090213,2,1,2,50.00%,5.5,0:05:35,0.00%,0,$0.00 
Charlotte,2018090215,2,0,2,50.00%,3,0:14:11,0.00%,0,$0.00 
Charlotte,2018090218,2,1,2,50.00%,1.5,0:00:09,0.00%,0,$0.00 
Durham,2018090219,2,1,2,50.00%,2.5,0:06:20,0.00%,0,$0.00 
Franklin,2018090207,2,0,2,50.00%,1.5,0:00:03,0.00%,0,$0.00 
Franklin,2018090208,2,0,2,50.00%,1.5,0:00:03,0.00%,0,$0.00 
Graham,2018090220,2,0,2,0.00%,5.5,0:08:39,0.00%,0,$0.00 
Hickory,2018090208,2,1,2,50.00%,1.5,0:00:26,0.00%,0,$0.00 
Mebane,2018090208,2,0,2,0.00%,4,0:19:53,0.00%,0,$0.00 
Mebane,2018090209,2,1,2,0.00%,2,0:00:07,0.00%,0,$0.00 
Raleigh,2018090210,2,1,2,0.00%,2,0:00:19,0.00%,0,$0.00 
Raleigh,2018090214,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,2018090221,2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,2018090209,2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Williamston,2018090210,2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
New York,2018090208,2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Philadelphia,2018090207,2,1,2,50.00%,2,0:08:23,0.00%,0,$0.00 
